code,description,last_updated
375715017,Secretin cerulin test,2025-09-01
608130016,"[X]Exposure to controlled fire, not in building or structure, occurrence in residential institution (finding)",2025-09-01
170163013,Salmonella group M,2025-09-01
756312018,Dorsal spinal nerve root structure (body structure),2025-09-01
347928014,Cellulitis of pinna,2025-09-01
477826018,X-ray therapy - external,2025-09-01
763336011,Acute drug-induced tubulointerstitial nephritis (disorder),2025-09-01
15650018,Blood group antigen Evelyn,2025-09-01
5169316015,Fetal disorder due to oblique lie before labor,2025-09-01
218611019,Lighthouse keeper,2025-09-01
315713014,[X]Other congenital malformations of the digestive system,2025-09-01
5180472013,Structure of peripheral nerve at left ankle (body structure),2025-09-01
289110015,Malignant neoplasm of skin of upper arm,2025-09-01
5245122015,Focal emotional seizure,2025-09-01
5378072014,Structure of back of thoracic segment of trunk (body structure),2025-09-01
524713013,Animal inoculation: parasite,2025-09-01
3032618018,Interleukin-1 + interleukin-2,2025-09-01
277632010,Conversion from cemented unicompartmental knee replacement,2025-09-01
2574178010,Metoclopramide 5mg orally disintegrating tablet (product),2025-09-01
2715052013,Accident: [car] or [motor vehicle] or [road traffic] (event),2025-09-01
458730013,Type I diabetes mellitus with nephropathy,2025-09-01
402677014,O/E abdominal mass: [palpated] or [size],2025-09-01
5173132015,Structure of venous system of upper limb (body structure),2025-09-01
387170018,Cluster of differentiation antigen (workshop) 32,2025-09-01
27358017,R>T<,2025-09-01
447473011,Articular cartilage of glenoid cavity,2025-09-01
728934016,Normal density (finding),2025-09-01
781315010,Anti SS-A antibody (substance),2025-09-01
1217480010,Tumor of urinary bladder,2025-09-01
672835012,Entire lymphatics of appendix and large intestine (body structure),2025-09-01
3291130014,Infection caused by Diplogonoporus grandis,2025-09-01
3462582013,Entire muscle of orbit (body structure),2025-09-01
4666943015,Pressure injury of breast (disorder),2025-09-01
5034026011,Product containing only cefuroxime and clavulanic acid (medicinal product),2025-09-01
5158509011,Quad walking stick,2025-09-01
3739522011,Desonide only product in otic dose form,2025-09-01
118187013,"Tamponade, NOS",2025-09-01
5276731014,"Plain X-ray of lumbar and sacral spine, anteroposterior and lateral",2025-09-01
3288781018,Taeniolella boppii,2025-09-01
682063019,Anal tag removal (procedure),2025-09-01
533615010,Seen by community paediatric nurse,2025-09-01
705931000124114,Acute tear of lateral meniscus of right knee (disorder),2025-09-01
538051016,Splinter: eyelids,2025-09-01
5069888015,AJCC (American Joint Committee on Cancer) cT1d,2025-09-01
1234937013,"Contusion, thigh",2025-09-01
519453011,O/E - presentation engaged-1/5,2025-09-01
833639015,Structure of transplanted intestine (body structure),2025-09-01
118881011,Retired procedure,2025-09-01
44796018,"Embryonal rest, NOS",2025-09-01
28143018,GRH,2025-09-01
449977012,Combination therapy to pelvis,2025-09-01
322484019,Multiple superficial injuries of wrist and hand,2025-09-01
597739013,Deep full thickness burn of the thumb and finger(s) without loss of body part (disorder),2025-09-01
619620010,Lateral rectus advancement (procedure),2025-09-01
193708017,"Anastomosis, non-functional",2025-09-01
503417014,Structure of right lower lobe bronchial lumen,2025-09-01
2984767018,Laband-Zimmermann syndrome,2025-09-01
3330873013,Structure of retinal artery of right eye,2025-09-01
377872015,Malfixation of gut NEC,2025-09-01
5380999015,Pigmented villonodular synovitis of left hand,2025-09-01
5197857015,Postoperative seroma due to and following femoral bypass graft,2025-09-01
679978017,Does not use washing facilities (finding),2025-09-01
250185019,Single (& [unmarried]),2025-09-01
241582014,(Lacrimal disorders NOS) or (epiphora),2025-09-01
1762232012,Family Opisthorchiidae (organism),2025-09-01
596828011,"Abrasion of vagina, infected (disorder)",2025-09-01
835461015,Benign neoplasm of bone of lower limb (disorder),2025-09-01
3443742019,Trichlorobenzene A,2025-09-01
86457011,Traumatic reticulopleurisy,2025-09-01
3013948018,Moroccan sign language,2025-09-01
3766056016,Amorolfine hydrochloride 50 mg/mL cutaneous solution,2025-09-01
78192014,"Heart murmur loudness, grade I",2025-09-01
462975011,Gemfibrozil 300mg capsule,2025-09-01
2552941013,"Salmonella 47:d:e,n,x",2025-09-01
2617453013,Resistance to activated protein C due to Factor V Leiden,2025-09-01
72243019,Tyrosylprotein kinase,2025-09-01
3511104011,Ultrasound of bilateral buttocks,2025-09-01
2992321017,"Stationary extraoral dental x-ray system, analog (physical object)",2025-09-01
1211517011,Infection due to Aspergillus species,2025-09-01
811621014,Mupirocin (substance),2025-09-01
542810011,Uterine dysfunction (finding),2025-09-01
750314010,Babesiosis (disorder),2025-09-01
759676016,Arthropathy associated with a dermatological disorder (disorder),2025-09-01
2661669019,Class Fibrobacteres (organism),2025-09-01
4639278015,Family Bulleribasidiaceae (organism),2025-09-01
301277017,Nasal septal abscess,2025-09-01
2645617012,History and physical examination for surgical clearance,2025-09-01
2580942017,Microequivalents/liter,2025-09-01
2786063010,Thermocrinis ruber (organism),2025-09-01
194823013,Blood group antigen Lanthois,2025-09-01
3756976014,Structure of thoracic great vein (body structure),2025-09-01
4635562013,Hepatolith,2025-09-01
674481000124118,Open fracture of greater tubercule of right humerus,2025-09-01
689880017,Disodium etidronate and calcium carbonate allergy (disorder),2025-09-01
270345015,Winiwater cholecystoenterostomy,2025-09-01
1463693012,Seafood mix RAST test,2025-09-01
2466381016,Zonisamide 100mg capsule (product),2025-09-01
2970174015,Diphenylmethane diisocyanate specific immunoglobulin E antibody measurement,2025-09-01
3298132013,Ophthalmic form cyclopentolate,2025-09-01
3455880017,Entire mucosa of palatal surface of maxillary gingiva (body structure),2025-09-01
203203013,"Dispensing of human immune serum globulin, intravenous (IVIg)",2025-09-01
274098015,Right superior parathyroid gland,2025-09-01
446002015,Muscle acting on hip joint,2025-09-01
761884015,Transposition of peritoneal tissue (procedure),2025-09-01
111469010,Ampulla of Vater,2025-09-01
761610019,Phocanema decipiens (organism),2025-09-01
654841000124112,Pulmonary specialty enteral formula,2025-09-01
551748016,Baby BW = 10%-24% (2850-3149g) (finding),2025-09-01
2674370011,Endoscopic serial amniocentesis,2025-09-01
2840423014,Cry of Down syndrome,2025-09-01
5455724019,Structure of soft tissue of hip,2025-09-01
839294014,Nodular lymphoma of lymph nodes of multiple sites (disorder),2025-09-01
632454012,Injury due to bullet (finding),2025-09-01
28192012,Thesaurismosis hereditaria,2025-09-01
2880914016,Influenza A virus subtype H2 virus present (finding),2025-09-01
3537392014,Infant of subject (person),2025-09-01
617529011,oz/week (qualifier value),2025-09-01
2662204018,Diagnostic endoscopic examination of enteric pouch using fiberoptic sigmoidoscope (procedure),2025-09-01
437333018,Oral contraceptive overdose,2025-09-01
2571487014,On examination - phosphate -staghorn-stone (disorder),2025-09-01
2946647017,"Electrocardiographic electrode, single-use",2025-09-01
157861011,Unilateral congenital absence of hand,2025-09-01
452908014,Urine culture: organisms,2025-09-01
567379012,Referral to clinic (procedure),2025-09-01
2726437019,O/E - thigh bone abnormal (finding),2025-09-01
114881019,Struck by falling earth,2025-09-01
4212673016,Structure of epiphysis of distal phalanx of hallux,2025-09-01
3643541018,Recombinant antihaemophilic factor,2025-09-01
4597005015,Fungal infection of liver,2025-09-01
2607678010,Suspected malignancy (situation),2025-09-01
28917015,"Intervertebral foramen of thoracic vertebra, NOS",2025-09-01
173163012,Nedocromil sodium,2025-09-01
4596424016,GLM - glioblastoma multiforme,2025-09-01
2871763010,Entire internal mammary lymphatic vessel,2025-09-01
262441017,Stereotactic/stereoscopic test - abdomen,2025-09-01
3977821012,Allergic reaction to insect bite,2025-09-01
2813012,Alkaline reflux esophagitis,2025-09-01
192093015,Toxic cirrhosis,2025-09-01
2546264012,Corynebacterium argentoratense (organism),2025-09-01
545900011,On examination - spine abnormal (context-dependent category),2025-09-01
175907010,Bifid nail,2025-09-01
3710544015,Ketorolac-containing product in parenteral dose form,2025-09-01
90699011,Retired procedure,2025-09-01
643411014,Motor nerve conduction studies (procedure),2025-09-01
3651944018,Product containing dibromsalicylanilide,2025-09-01
5449930014,Physeter catodon,2025-09-01
807325014,Topical anesthetic (substance),2025-09-01
436687010,Central nervous system stimulant overdose,2025-09-01
3325992015,Meningitis caused by Epstein-Barr virus (disorder),2025-09-01
2532963013,O/E - right eye stable treated proliferative diabetic retinopathy,2025-09-01
4543222013,Intentional levothyroxine poisoning,2025-09-01
3456163013,Entire base of middle phalanx of little finger,2025-09-01
367664018,L1/L2 part of supraspinous ligament,2025-09-01
2552585019,Salmonella enterica subsp. enterica ser. Kamoru,2025-09-01
3514718014,Complex burn of genitalia,2025-09-01
3040028018,Antibiotic premedication given (situation),2025-09-01
2553397014,S. II,2025-09-01
456588018,L1 dorsal arch,2025-09-01
2151072017,"Escherichia coli, serotype O144:nonmotile (organism)",2025-09-01
2764287014,Closure of fistula of perineum,2025-09-01
357494017,Coral injury,2025-09-01
553111011,Advice,2025-09-01
855981000124118,Evaluation of eligibility for Housing Only program (procedure),2025-09-01
215335016,"Salmonella arizonae 62:z4,z32:--",2025-09-01
3740735014,Hypromellose only product in ocular dose form,2025-09-01
682025010,Congenital urethral valve excision (procedure),2025-09-01
2719240019,Retired procedure (procedure),2025-09-01
1282401000124113,Referral to Department of Veterans Affairs Intimate Partner Violence Assistance Program,2025-09-01
4630340010,Structure of crown of head (body structure),2025-09-01
5180014014,Stenosis of oesophagostomy,2025-09-01
5247735018,Insertion of dental trauma splint,2025-09-01
699326015,Patch repair of carotid artery (procedure),2025-09-01
265548015,Passport examination,2025-09-01
15049017,Kinosternon,2025-09-01
69911013,Red blood cell,2025-09-01
2550637018,Salmonella enterica subsp. enterica ser. Hannover,2025-09-01
126816018,Incision of hematoma of broad ligament,2025-09-01
337793019,Sitting room,2025-09-01
113568010,Upper respiratory tract obstruction,2025-09-01
2975303019,Main spoken language Galician (finding),2025-09-01
140889015,"Subfamily entomopoxvirinae, NOS",2025-09-01
2719397019,Retired procedure (procedure),2025-09-01
5073891014,Metastatic adenocarcinoma to right kidney (disorder),2025-09-01
1778470015,Nolke projection,2025-09-01
465053018,Postganglionic sympathetic fiber,2025-09-01
600135013,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, occupant of tram injured (finding)",2025-09-01
695747013,Pain on movement of pinna (finding),2025-09-01
3968518016,Hawkins type I fracture (morphologic abnormality),2025-09-01
727966012,p-Chlorophenyl-p-chlorobenzyl sulfide (substance),2025-09-01
750539017,Mycoplasma cricetuli (organism),2025-09-01
1227088010,Detained in hospital under Section 35 of the Mental Health Act 1983 (England and Wales) (finding),2025-09-01
3078104012,Assisted reproduction diode laser system (physical object),2025-09-01
3769865011,Mezlocillin (as mezlocillin sodium) 4 g powder for solution for injection vial,2025-09-01
790530014,Suture of urethra (procedure),2025-09-01
314228019,Atresia of genital organ NEC NOS,2025-09-01
377971014,Duplex kidney with reflux in one ureter,2025-09-01
769761017,Catostomus commersoni (organism),2025-09-01
779261015,Mannitol dehydrogenase (cytochrome) (substance),2025-09-01
3449784019,Referred by physician,2025-09-01
173814010,Melanocytic nevus (clinical),2025-09-01
288523011,CA - Cancer of nasopharynx,2025-09-01
747621012,"Teratoma, malignant (morphologic abnormality)",2025-09-01
380837012,Debulking,2025-09-01
572194011,Candidate donor (person),2025-09-01
616912014,Ankle control work (procedure),2025-09-01
828740016,"Osteogenesis imperfecta, recessive perinatal lethal (disorder)",2025-09-01
2643584018,Basal cell carcinoma of chest wall,2025-09-01
548050017,Plasma aetiocholanolone level,2025-09-01
3025967015,Dental light (physical object),2025-09-01
3312293012,Modified PECS block,2025-09-01
696882011,Pericardial finding (finding),2025-09-01
2610087012,Greek letter delta (qualifier value),2025-09-01
3528007011,Previous bariatric surgery complicating pregnancy (disorder),2025-09-01
4593639018,Closed traumatic posterior dislocation of right sternoclavicular joint,2025-09-01
5447337013,Splinter in scapular region,2025-09-01
216561014,Warfarin indicated,2025-09-01
681463013,Parathyroid adenoma excision (procedure),2025-09-01
234492017,Hand fascia operation,2025-09-01
378819017,Tumour of lower buccal sulcus,2025-09-01
1780799018,Urinary suprapubic catheter short 16Ch,2025-09-01
94576011,Measuring output,2025-09-01
3304444014,Daratumumab,2025-09-01
2552792010,"Salmonella 13,22:g,m:e,n,z15",2025-09-01
1205887012,"Nontraffic accident involving being hit by object thrown into motor vehicle, except off-road motor vehicle, whilst in motion, not on public highway, passenger of motor vehicle injured",2025-09-01
126032019,Thoracoacromial artery,2025-09-01
830115010,Excessively low pitch (finding),2025-09-01
442432015,Normal venous return in limb vein,2025-09-01
371460010,Passes vaginal flatus,2025-09-01
673810012,Lumbar central spinal cord canal (body structure),2025-09-01
1232888011,Cluster of differentiation antigen 54,2025-09-01
1492617012,Blue vetch specific IgE,2025-09-01
2535826010,Genus Chlamydia,2025-09-01
2718068018,Retired procedure (procedure),2025-09-01
3323723011,Entire hollow viscus,2025-09-01
3303417013,Computed tomography of prostate for brachytherapy planning,2025-09-01
3317733017,Paternal half brother (person),2025-09-01
194722012,Disorder of cerebral cortex,2025-09-01
467495018,Azapropazone 600mg tablet,2025-09-01
1494005010,g7 specific IgE antibody measurement,2025-09-01
737500018,Californian rabbit breed (organism),2025-09-01
101819017,Plenodomus avramii,2025-09-01
3440104016,Immunoglobulin G antibody to human leukocyte antigen I type A (substance),2025-09-01
3658768014,Product containing undecylenate salt (product),2025-09-01
4633349010,Estriol within reference range (finding),2025-09-01
90616015,"Sarcoidosis, plaque type",2025-09-01
3742454016,Raltegravir only product in oral dose form,2025-09-01
63917019,Laron-type isolated somatotropin defect,2025-09-01
247918018,Artists,2025-09-01
463556017,Diabetic codeine linctus BP,2025-09-01
573901000181115,Virgibacillus flavescens (organism),2025-09-01
401293013,Limb length: [measurement] or [measure],2025-09-01
226498013,30 minute serum LH level,2025-09-01
46625019,"Asian tree viper, NOS",2025-09-01
777737016,Lomustine (substance),2025-09-01
807938011,Parathormone,2025-09-01
186350013,Amphotericin B measurement,2025-09-01
2788220010,Oropharyngeal form isosorbide dinitrate (product),2025-09-01
2948519019,Direct Fick cardiac output unit,2025-09-01
480451015,Entire major pelvis,2025-09-01
689017014,Clonidine allergy (disorder),2025-09-01
4579129011,Electronic analysis of dual chamber internal cardiac pacemaker system with reprogramming (procedure),2025-09-01
3457787013,Entire periungual skin of great toe,2025-09-01
402159017,Memory disturbance: [mild],2025-09-01
3007371017,Haderup designation 01+,2025-09-01
4667283014,Synchronized intermittent mandatory ventilation - pressure-control pressure-support inflation (regime/therapy),2025-09-01
5390440014,Counselling about housing,2025-09-01
510906011,Malignant tumour of parotid gland,2025-09-01
827145018,Structure of left hand (body structure),2025-09-01
2790998018,Negative virology finding,2025-09-01
18188016,Luteinized follicular cyst,2025-09-01
651781000124113,Management of alcohol intake (procedure),2025-09-01
3724374015,Acquired cavus deformity of bilateral feet,2025-09-01
653452012,Urinary reservoir bowel segment revision (procedure),2025-09-01
4688654013,Inflammation of small intestine caused by Giardia lamblia,2025-09-01
3312628019,Romany as second language (finding),2025-09-01
1924271000124115,Evaluation of eligibility for prison birth doula program,2025-09-01
3522693013,Product containing vedolizumab (medicinal product),2025-09-01
2772093010,No medical history,2025-09-01
82539014,Arteriectomy with anastomosis of head and neck artery,2025-09-01
574579015,(Mucopolysaccharidosis: (& [gargoylism]/[Hunter][Hurler]/[lipochondrodyst]/[Maroteaux-Lamy]/[Morquio-Brailsford]/[osteochondrodystrophy]/[Sanfilippo]/[Scheie]) or (dysostos multi),2025-09-01
1782677014,Lipoatrophy due to injected drug,2025-09-01
5287161011,Entire frontopontine fibers (body structure),2025-09-01
396529018,"Dyspepsia, indigestion NOS",2025-09-01
2941982017,Bound solute dialysis system,2025-09-01
1458177015,Insulin biphasic isophane porcine 30/70 100u/mL injection solution 10mL vial (product),2025-09-01
686985012,Epirubicin adverse reaction (disorder),2025-09-01
3335281018,Benign chondrogenic neoplasm of bone and articular cartilage,2025-09-01
5448791012,Peripheral anterior synechiae in inferior quadrant of iridocorneal angle of left eye,2025-09-01
1471569017,Slow reversal technique (regime/therapy),2025-09-01
4694800018,Fetal intrapartum and/or early neonatal disorder due to prolapsed cord,2025-09-01
818755014,Nematodirus spathiger (organism),2025-09-01
660328017,Meningitis: [bacterial] or [viral],2025-09-01
1478761010,Ethinyl estradiol+ethynodiol diacetate 50mcg/1mg tablet,2025-09-01
504283014,Spasm of esophagus,2025-09-01
2712064012,Retired procedure (procedure),2025-09-01
701544014,Admission by thoracic physician (procedure),2025-09-01
495137014,Monobutyl phenyl phenol sodium monosulphonate,2025-09-01
2912803019,Swelling of lower limb (finding),2025-09-01
3083687012,CT of head with contrast,2025-09-01
5180423018,Upper anterior occlusal plain X-ray,2025-09-01
3032418013,Replacement of hormone implant in subcutaneous tissue (procedure),2025-09-01
224942015,Marginal part of orbicularis oris muscle,2025-09-01
456871017,Stage 4C,2025-09-01
2760744015,Presentation US scan (procedure),2025-09-01
2974543017,Advice given about weight management,2025-09-01
163483017,DEXAMETH-A-VET (Horses),2025-09-01
5158853012,Post COVID-19 condition,2025-09-01
41761019,Retired procedure,2025-09-01
97342014,Haemophilus influenzae epiglottitis,2025-09-01
283840014,Gynecological self-referral,2025-09-01
3084149010,Hallucinations (finding),2025-09-01
142809011,Subcutaneous tissue of sole of foot,2025-09-01
164780014,ROLL-ON REPELLENT,2025-09-01
771527019,Finding related to ability to cut with scissors (finding),2025-09-01
828684014,Polyp of larynx (disorder),2025-09-01
110063013,Increased capillary resistance,2025-09-01
373277017,Evaluation of white blood cell age,2025-09-01
1776013014,Econazole nitrate 1% cream,2025-09-01
2935027018,Cardiac mapping system workstation (physical object),2025-09-01
339265011,Giving pain relief,2025-09-01
133904010,"All cervical vertebrae, except atlas and axis",2025-09-01
424539017,Unable to move tongue tip repeatedly,2025-09-01
33340015,Right side of neck,2025-09-01
637775013,Difficulty making decisions (finding),2025-09-01
30618017,Fluocinonide,2025-09-01
2640741016,Sound-induced photism (disorder),2025-09-01
2579706018,Record element,2025-09-01
3292714011,Antigen of Escherichia coli K1 + antigen of Neisseria meningitidis A + B + C + w135 + Y (substance),2025-09-01
136837016,Wolman's disease,2025-09-01
3689846011,Product containing precisely octreotide (as octreotide acetate) 10 milligram/1 vial powder for conventional release suspension for injection (clinical drug),2025-09-01
153543012,Congenital fused mandible,2025-09-01
500364011,Hematocele,2025-09-01
731565016,Microcalcification (calcified structure),2025-09-01
2942972016,Surgical plume evacuation system tube (physical object),2025-09-01
5308618014,Request for alternative treatment,2025-09-01
1473918016,KETASET (product),2025-09-01
644056019,Absent bridging vein (disorder),2025-09-01
3514854016,Intraspinal extradural infectious granuloma,2025-09-01
2767471019,Chryseobacterium miricola,2025-09-01
97587012,Disease of capillaries,2025-09-01
3748249017,Allergy to fluorometholone,2025-09-01
751709018,Hypermature cataract (disorder) [Ambiguous],2025-09-01
800593010,Retired procedure,2025-09-01
684146015,Finding of gravid uterus (finding),2025-09-01
2161122018,Order Mononegavirales,2025-09-01
2665614011,Lesion with indistinct margin,2025-09-01
1492038019,Sodium acid phosphate,2025-09-01
822341000124117,Kohlsia cora (organism),2025-09-01
3705317016,Bite of spider,2025-09-01
2730746010,Cytotropic antibody level (procedure),2025-09-01
5150484019,Extension Namespace 1000302,2025-09-01
3465543016,Zero point four two,2025-09-01
834896018,Structure of ligamentum inguinale reflexum (body structure),2025-09-01
5097845011,Right hip muscle injury,2025-09-01
644843010,Supraorbital facial cleft - Tessier cleft 8 (disorder),2025-09-01
3708393017,Aliskiren- and valsartan-containing product in oral dose form,2025-09-01
373319010,HEA - Horse erythrocyte antigen test positive,2025-09-01
3715059015,Goserelin-containing product,2025-09-01
211490018,Sicilian Barbary sheep,2025-09-01
415107013,Peripheral blood stem cell graft,2025-09-01
457275012,Patient in remission,2025-09-01
2758651017,Pastry cook (occupation),2025-09-01
356702018,Cytochrome C oxidase deficiency,2025-09-01
5456258019,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,2025-09-01
468967012,"Nystatin 100,000units/g cream",2025-09-01
687021000124110,Artemisia material,2025-09-01
2712908014,Retired procedure (procedure),2025-09-01
4569583017,Embolism of bilateral cerebellar arteries,2025-09-01
371357019,Nipple in wrong place,2025-09-01
120924017,Longfin sanddab,2025-09-01
702790018,Discharge by mental health counsellor (procedure),2025-09-01
3914454013,Zotarolimus 1.6 microgram/mm2 drug eluting stent,2025-09-01
7716017,"Adenosylcobalamin and methylcobalamin synthesis defect, NOS",2025-09-01
1457437016,Darrows infusion solution bag (product),2025-09-01
709334011,Exploration of ulnar artery (procedure),2025-09-01
2580673015,MRA renal artery,2025-09-01
3709576012,Diphenidol-containing product in oral dose form,2025-09-01
570994015,Thiopental measurement (procedure),2025-09-01
4626048010,Structure of spinal nerve root C8,2025-09-01
680811000124112,Family history of antiphospholipid syndrome,2025-09-01
340641013,Ricotta cheese,2025-09-01
5372420017,Cut of skin of right thigh,2025-09-01
409815010,Plastic operation on tendon NOS,2025-09-01
2726116016,Counselling - general (procedure),2025-09-01
628019012,Reticulate pigmented anomaly of flexures (disorder),2025-09-01
817907019,Copper-associated hepatitis in Bedlington terriers (disorder),2025-09-01
4029964014,Abnormality of retinal artery morphology,2025-09-01
73296016,Lymphoid hyperplasia,2025-09-01
671586013,Chewing finding (finding),2025-09-01
3298003013,Reconstructive material (physical object),2025-09-01
209128015,Quinaldic acid 4-oxidoreductase,2025-09-01
323382013,Deep full thickness burn of the back of hand without loss of body part,2025-09-01
789571014,Retired procedure,2025-09-01
2688929015,Surgical biopsy of ureter (procedure),2025-09-01
3497365014,Cefixime in oral dosage form,2025-09-01
4565005012,Bilateral tibial vein thrombophlebitis,2025-09-01
2648388019,Sclater's monal pheasant,2025-09-01
4963821017,Etoricoxib 90 mg and thiocolchicoside 8 mg conventional release and prolonged-release oral tablet,2025-09-01
5454516019,Non-syndromic unicoronal and sagittal craniosynostosis (disorder),2025-09-01
3450876012,Acitretin therapy (procedure),2025-09-01
5157308019,Primary desmoplastic malignant melanoma,2025-09-01
479795011,Entire interstitial tissue of kidney,2025-09-01
2532989013,Spontaneous rupture of extensor tendons,2025-09-01
5034653014,V-Y cutaneous flap,2025-09-01
4643439013,Genus Chaetosartorya,2025-09-01
3034984012,Analog dictation system (physical object),2025-09-01
2901014010,Atresia of pulmonary trunk with absent right pulmonary artery,2025-09-01
1188878015,Factor XIII 250units injection (pdr for recon)+diluent (product),2025-09-01
5171600012,Early neonatal disorder caused by maternal analgesia transmitted via placenta during labor,2025-09-01
759153015,Cervical myelography (procedure),2025-09-01
2665766013,Jezerskosolcavska sheep breed,2025-09-01
55818013,Local excision of lesion of joint,2025-09-01
2574022011,Fluoroscopic angioplasty of common carotid artery (procedure),2025-09-01
2766318011,"Finding of glucose concentration, dipstick",2025-09-01
4022947010,Triangular shaped phalanx of ring finger,2025-09-01
4541972013,Varicose veins of vulva in pregnancy,2025-09-01
5260049013,Avascular necrosis of mandible caused by ionising radiation,2025-09-01
3708517016,Amoxicillin-containing product in oral dose form,2025-09-01
428059017,Does not thread a needle,2025-09-01
141467015,Polarographic measurement,2025-09-01
776623014,Closure of biliary tract fistula (procedure),2025-09-01
4945162018,Ambroxol- and guaifenesin- and terbutaline-containing product in oral dose form,2025-09-01
494360019,Cricoid split procedure,2025-09-01
2723914013,Child 6 week examination not attended (situation),2025-09-01
2819980016,Left labyrinth structure,2025-09-01
2474441012,Cerebrospinal fluid sodium measurement,2025-09-01
540114013,Contracts manager (occupation),2025-09-01
2639577016,"Seminoma of testis, stage 4 (finding)",2025-09-01
778292011,Pycnonotus cafer (organism),2025-09-01
84648011,Superficial ulcer of cornea,2025-09-01
4953436010,Structure of flexor tendon within right thumb,2025-09-01
42446019,Strangulation,2025-09-01
793581015,Wrong tissue received (finding),2025-09-01
118609012,Eleginus gracilis,2025-09-01
1783953013,Sulfatide lipidosis,2025-09-01
676502014,Thermal injury of cranial nerve (disorder),2025-09-01
5267355010,Secondary osteoarthritis of right hip joint (disorder),2025-09-01
211958015,Guinea Hog pig,2025-09-01
215982015,Dengue nucleic acid detection,2025-09-01
694285019,Increased active range of shoulder abduction (finding),2025-09-01
1210436013,Fractional flow reserve,2025-09-01
2818365014,"Salmonella I 6,8:-:1,2",2025-09-01
3994559014,Excessive thiamin intake,2025-09-01
2476964017,Teach health care,2025-09-01
2818920014,Gongylonematidae,2025-09-01
21573013,Arctia,2025-09-01
387093014,Lactoferrin antibody,2025-09-01
516685017,Employment milestone NOS,2025-09-01
500125018,Structure of interdigital space,2025-09-01
4630518019,Structure of spinal cord posterior gray commissure,2025-09-01
5463558012,Scleral venous sinus aqueous humor drainage implant,2025-09-01
577441019,Primary angle-closure glaucoma residual stage (disorder),2025-09-01
776424013,Thrombectomy with catheter of carotid artery by neck incision (procedure),2025-09-01
2156457010,"Salmonella IIIa, group O:48",2025-09-01
86663011,Decompression fasciotomy of extensor compartment,2025-09-01
5232906012,Victim of psychological abuse,2025-09-01
619993016,Cineangiocardiography (procedure),2025-09-01
2940167015,Faecal incontinence kit (physical object),2025-09-01
3010830013,Endovascular insertion of metallic stent with mechanical embolic protection,2025-09-01
163162018,BOLTAN II,2025-09-01
313083011,Entire lymphatics of diaphragm,2025-09-01
713024014,[V]Has artificial eye lens (context-dependent category),2025-09-01
300287010,Intracerebral haemorrhage NOS,2025-09-01
3775080012,CYP1A2 intermediate metabolizer,2025-09-01
424721012,Injury of vitreous body,2025-09-01
3465445013,0.13 (qualifier value),2025-09-01
2897426019,Family Salmonidae (organism),2025-09-01
179829019,Streptococcus species antibody,2025-09-01
2467666012,Biological glue (product),2025-09-01
3770207019,Paenarthrobacter aurescens (organism),2025-09-01
1217604010,Encephalofacial hemangiomatosis,2025-09-01
20349014,Ceratophyllus gallinae,2025-09-01
2756660015,Serial radiography of lungs (procedure),2025-09-01
442974018,Able to manage stairs backwards,2025-09-01
822320017,Cephazolin (substance),2025-09-01
5089337019,Excision of hydrocele of canal of Nuck,2025-09-01
352577011,Creation of gastrostomy NEC,2025-09-01
308873018,Acquired ichthyosis,2025-09-01
2870229015,Detection of Human herpesvirus 6 using polymerase chain reaction technique (procedure),2025-09-01
3755027014,Dysplastic nevus of skin of face (disorder),2025-09-01
261524015,Cervical smear: negative,2025-09-01
336636013,Peninsular Malaysia,2025-09-01
449392017,Articular process of first lumbar vertebra,2025-09-01
612404013,Attaching stoma appliance (procedure),2025-09-01
123939015,Diabetic complication,2025-09-01
602262017,"Explosion on aircraft while in transit, occupant of unpowered aircraft, except parachutist, injured (finding)",2025-09-01
720043012,Calcium lactate 600mg tablet (substance),2025-09-01
212027016,Wuyi Black pig,2025-09-01
240427014,Insulin coma,2025-09-01
3495956011,Estropipate in vaginal dosage form,2025-09-01
40861019,CSF-M,2025-09-01
5259025016,Smooth muscle tumor of uncertain behavior,2025-09-01
2568097019,[X]Person on outside of special industrial vehicle injured in nontraffic accident (event),2025-09-01
431768011,Cycloserine poisoning of undetermined intent,2025-09-01
637465011,Light touch (qualifier value),2025-09-01
3761984012,Mesalazine 1 g rectal suppository,2025-09-01
2561628012,On examination - cranial nerve 6 - palsy (disorder),2025-09-01
284552015,GP22-int trans within partnshp,2025-09-01
768958016,Retired procedure,2025-09-01
2568580016,"[X]Intentional self harm by jumping or lying before moving object, occurrence at other specified place (event)",2025-09-01
266781010,Other operation on lacrimal sac NOS,2025-09-01
691926013,Cephalothin overdose of undetermined intent (disorder),2025-09-01
11767014,Cardiotomy,2025-09-01
686528017,Accidental poisoning by glibenclamide (disorder),2025-09-01
1466426013,Ticarcillin disodium 6g injection (product),2025-09-01
2607406019,Red blood cell count low (finding),2025-09-01
3667253012,Halquinol product,2025-09-01
2912460010,Stercoral colitis (disorder),2025-09-01
117941017,Thrombectomy of venous graft,2025-09-01
594404019,Multiple fractures of foot (disorder),2025-09-01
3306693010,Baseline systolic blood pressure (observable entity),2025-09-01
2760490012,Burn to trunk - blister (disorder),2025-09-01
