code,description,last_updated
68001003Re,moval of impacted cerumen (one or both ears) by physician on same date of     Re,2025-09-01
68002004se,rvice as audiologic function testing,2025-09-01
69001003Pl,"acement of occlusive device into either a venous or arterial access site,     Oc",2025-09-01
69002004po,"st surgical or interventional procedure (e.g., angioseal plug, vascular plug)",2025-09-01
70001003Me,dical nutrition therapy; reassessment and subsequent intervention(s)          Mn,2025-09-01
70002004fo,"llowing second referral in same year for change in diagnosis, medical",2025-09-01
70003004co,ndition or treatment regimen (including additional hours needed for renal,2025-09-01
70004004di,"sease), individual, face to face with the patient, each 15 minutes",2025-09-01
71001003Me,"dical nutrition therapy, reassessment and subsequent intervention(s)          Gr",2025-09-01
71002004fo,"llowing second referral in same year for change in diagnosis, medical",2025-09-01
71003004co,"ndition, or treatment regimen (including additional hours needed for renal",2025-09-01
71004004di,"sease), group (2 or more individuals), each 30 minutes",2025-09-01
76001003Bl,"inded procedure for lumbar stenosis, percutaneous image-guided lumbar         Pi",2025-09-01
76002004de,"compression (pild) or placebo-control, performed in an approved coverage with",2025-09-01
76003004ev,idence development (ced) clinical trial,2025-09-01
77001003Hy,"perbaric oxygen under pressure, full body chamber, per 30 minute interval     Hb",2025-09-01
78001003Il,"iac and/or femoral artery angiography, non-selective, bilateral or            Il",2025-09-01
78002004ip,"silateral to catheter insertion, performed at the same time as cardiac",2025-09-01
78003004ca,"theterization and/or coronary angiography, includes positioning or placement",2025-09-01
78004004of,"the catheter in the distal aorta or ipsilateral femoral or iliac artery,",2025-09-01
78005004in,"jection of dye, production of permanent images, and radiologic supervision",2025-09-01
78006004an,d interpretation (list separately in addition to primary procedure),2025-09-01
79001003Di,"agnostic digital breast tomosynthesis, unilateral or bilateral (list          To",2025-09-01
79002004se,parately in addition to 77065 or 77066),2025-09-01
81001003El,"ectrical stimulation, (unattended), to one or more areas, for chronic stage   El",2025-09-01
81002004ii,"i and stage iv pressure ulcers, arterial ulcers, diabetic ulcers, and venous",2025-09-01
81003004st,asis ulcers not demonstrating measurable signs of healing after 30 days of,2025-09-01
81004004co,"nventional care, as part of a therapy plan of care",2025-09-01
82001003El,"ectrical stimulation, (unattended), to one or more areas, for wound care      El",2025-09-01
82002004ot,her than described in g0281,2025-09-01
83001003El,"ectrical stimulation (unattended), to one or more areas for indication(s)     El",2025-09-01
83002004ot,"her than wound care, as part of a therapy plan of care",2025-09-01
88001003Re,"construction, computed tomographic angiography of aorta for surgical planning Re",2025-09-01
88002004fo,r vascular surgery,2025-09-01
89001003Ar,"throscopy, knee, surgical, for removal of loose body, foreign body,           Ar",2025-09-01
89002004de,bridement/shaving of articular cartilage (chondroplasty) at the time of other,2025-09-01
89003004su,rgical knee arthroscopy in a different compartment of the same knee,2025-09-01
93001003No,"ncovered surgical procedure(s) using conscious sedation, regional, general or No",2025-09-01
93002004sp,"inal anesthesia in a medicare qualifying clinical trial, per day",2025-09-01
94001003No,"ncovered procedure(s) using either no anesthesia or local anesthesia only, in No",2025-09-01
94002004a,"medicare qualifying clinical trial, per day",2025-09-01
95001003El,"ectromagnetic therapy, to one or more areas, for wound care other than        El",2025-09-01
95002004de,scribed in g0329 or for other uses,2025-09-01
96001003Co,unseling visit to discuss need for lung cancer screening using low dose ct    Vi,2025-09-01
96002004sc,an (ldct) (service is for eligibility determination and shared decision,2025-09-01
96003004ma,king),2025-09-01
97001003Lo,w dose ct scan (ldct) for lung cancer screening                               Ld,2025-09-01
99001003Di,rect skilled nursing services of a registered nurse (rn) in the home health   Hh,2025-09-01
99002004or,"hospice setting, each 15 minutes",2025-09-01
00001003Di,rect skilled nursing services of a licensed practical nurse (lpn) in the home Hh,2025-09-01
00002004he,"alth or hospice setting, each 15 minutes",2025-09-01
02001003Pr,"e-operative pulmonary surgery services for preparation for lvrs, complete     Pr",2025-09-01
02002004co,"urse of services, to include a minimum of 16 days of services",2025-09-01
03001003Pr,"e-operative pulmonary surgery services for preparation for lvrs, 10 to 15     Pr",2025-09-01
03002004da,ys of services,2025-09-01
04001003Pr,"e-operative pulmonary surgery services for preparation for lvrs, 1 to 9 days  Pr",2025-09-01
04002004of,services,2025-09-01
05001003Po,"st-discharge pulmonary surgery services after lvrs, minimum of 6 days of      Po",2025-09-01
05002004se,rvices,2025-09-01
06001003Co,"mplete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and        Cb",2025-09-01
06002004au,tomated wbc differential count,2025-09-01
07001003Co,"mplete (cbc), automated (hgb, hct, rbc, wbc; without platelet count)          Cb",2025-09-01
08001003Cr,eation of subcutaneous pocket with insertion of 180 day implantable           18,2025-09-01
08002004in,"terstitial glucose sensor, including system activation and patient training",2025-09-01
09001003Re,moval of implantable interstitial glucose sensor with creation of             Re,2025-09-01
09002004su,bcutaneous pocket at different anatomic site and insertion of new 180 day,2025-09-01
09003004im,"plantable sensor, including system activation",2025-09-01
10001003Im,munization counseling by a physician or other qualified health care           Im,2025-09-01
10002004pr,ofessional when the vaccine(s) is not administered on the same date of,2025-09-01
10003004se,"rvice, 5 to 15 mins time (this code is used for medicaid billing purposes)",2025-09-01
11001003Im,munization counseling by a physician or other qualified health care           Im,2025-09-01
11002004pr,ofessional when the vaccine(s) is not administered on the same date of,2025-09-01
11003004se,"rvice,  16-30 mins time (this code is used for medicaid billing purposes)",2025-09-01
12001003Im,munization counseling by a physician or other qualified health care           Im,2025-09-01
12002004pr,ofessional when the vaccine(s) is not administered on the same date of,2025-09-01
12003004se,"rvice for ages under 21, 5 to 15 mins time (this code is used for medicaid",2025-09-01
12004004bi,lling purposes),2025-09-01
13001003Im,munization counseling by a physician or other qualified health care           Im,2025-09-01
13002004pr,ofessional when  the vaccine(s) is not administered on the same date of,2025-09-01
13003004se,"rvice for ages under 21, 16-30 mins time (this code is used for medicaid",2025-09-01
13004004bi,lling purposes),2025-09-01
14001003Im,munization counseling by a physician or other qualified health care           Co,2025-09-01
14002004pr,"ofessional for covid-19, ages under 21, 16-30 mins time (this code is used",2025-09-01
14003004fo,"r the medicaid early and periodic screening, diagnostic, and treatment",2025-09-01
14004004be,nefit (epsdt),2025-09-01
15001003Im,munization counseling by a physician or other qualified health care           Co,2025-09-01
15002004pr,"ofessional for covid-19, ages under 21, 5-15 mins time (this code is used for",2025-09-01
15003004th,"e medicaid early and periodic screening, diagnostic, and treatment benefit",2025-09-01
15004004(e,psdt),2025-09-01
16001003Pr,olonged hospital inpatient or observation care evaluation and management      Pr,2025-09-01
16002004se,rvice(s) beyond the total time for the primary service (when the primary,2025-09-01
16003004se,rvice has been selected using time on the date of the primary service); each,2025-09-01
16004004ad,"ditional 15 minutes by the physician or qualified healthcare professional,",2025-09-01
16005004wi,th or without direct patient contact (list separately in addition to cpt,2025-09-01
16006004co,"des 99223, 99233, and 99236 for hospital inpatient or observation care",2025-09-01
16007004ev,aluation and management services). (do not report g0316 on the same date of,2025-09-01
16008004se,"rvice as other prolonged services for evaluation and management 99358, 99359,",2025-09-01
1600900499,"418, 99415, 99416). (do not report g0316 for any time unit less than 15",2025-09-01
16010004mi,nutes),2025-09-01
17001003Pr,olonged nursing facility evaluation and management service(s) beyond          Pr,2025-09-01
17002004th,e total time for the primary service (when the primary service has been,2025-09-01
17003004se,lected using time on the date of the primary service); each additional 15,2025-09-01
17004004mi,"nutes by the physician or qualified healthcare professional, with or without",2025-09-01
17005004di,"rect patient contact (list separately in addition to cpt codes 99306, 99310",2025-09-01
17006004fo,r nursing facility evaluation and management services). (do not report g0317,2025-09-01
17007004on,the same date of service as other prolonged services for evaluation and,2025-09-01
17008004ma,"nagement 99358, 99359, 99418). (do not report g0317 for any time unit less",2025-09-01
17009004th,an 15 minutes),2025-09-01
18001003Pr,olonged home or residence evaluation and management service(s) beyond the     Pr,2025-09-01
18002004to,tal time for the primary service (when the primary service has been selected,2025-09-01
18003004us,ing time on the date of the primary service); each additional 15 minutes by,2025-09-01
18004004th,"e physician or qualified healthcare professional, with or without direct",2025-09-01
18005004pa,"tient contact (list separately in addition to cpt codes 99345, 99350 for home",2025-09-01
18006004or,residence evaluation and management services). (do not report g0318 on the,2025-09-01
18007004sa,me date of service as other prolonged services for evaluation and management,2025-09-01
1800800499,"358, 99359, 99417). (do not report g0318 for any time unit less than 15",2025-09-01
18009004mi,nutes),2025-09-01
20001003Ho,me health services furnished using synchronous telemedicine rendered via a    Tw,2025-09-01
20002004re,al-time two-way audio and video telecommunications system,2025-09-01
21001003Ho,me health services furnished using synchronous telemedicine rendered via      Au,2025-09-01
21002004te,lephone or other real-time interactive audio-only telecommunications system,2025-09-01
22001003Th,e collection of physiologic data digitally stored and/or transmitted by the   Ho,2025-09-01
22002004pa,"tient to the home health agency (i.e., remote patient monitoring)",2025-09-01
23001003Ca,"re management services for behavioral health conditions, at least 20 minutes  Ca",2025-09-01
23002004of,"clinical psychologist, clinical social worker, mental health counselor, or",2025-09-01
23003004ma,"rriage and family therapist time, per calendar month. (these services include",2025-09-01
23004004th,"e following required elements: initial assessment or follow-up monitoring,",2025-09-01
23005004in,cluding the use of applicable validated rating scales; behavioral health care,2025-09-01
23006004pl,"anning in relation to behavioral/psychiatric health problems, including",2025-09-01
23007004re,vision for patients who are not progressing or whose status changes;,2025-09-01
23008004fa,"cilitating and coordinating treatment such as psychotherapy, coordination",2025-09-01
23009004wi,th and/or referral to physicians and practitioners who are authorized by,2025-09-01
23010004me,"dicare to prescribe medications and furnish e/m services, counseling and/or",2025-09-01
23011004ps,ychiatric consultation; and continuity of care with a designated member of,2025-09-01
23012004th,e care team),2025-09-01
27001003Co,lorectal cancer screening; blood-based biomarker                              Co,2025-09-01
28001003Co,"lorectal cancer screening; fecal occult blood test, immunoassay, 1-3          Fe",2025-09-01
28002004si,multaneous,2025-09-01
29001003El,"ectromagnetic therapy, to one or more areas for chronic stage iii and stage   El",2025-09-01
29002004iv,"pressure ulcers, arterial ulcers, diabetic ulcers and venous stasis ulcers",2025-09-01
29003004no,t demonstrating measurable signs of healing after 30 days of conventional,2025-09-01
29004004ca,re as part of a therapy plan of care,2025-09-01
30001003Fa,cility services for dental rehabilitation procedure(s) performed on a patient Fa,2025-09-01
30002004wh,"o requires monitored anesthesia (e.g., general, intravenous sedation",2025-09-01
30003004(m,onitored anesthesia care) and use of an operating room,2025-09-01
33001003Ph,armacy dispensing fee for inhalation drug(s); initial 30-day supply as a      Di,2025-09-01
33002004be,neficiary,2025-09-01
37001003Ho,"spice evaluation and counseling services, pre-election                        Ho",2025-09-01
39001003Im,"age-guided robotic linear accelerator-based stereotactic radiosurgery,        Ro",2025-09-01
39002004co,mplete course of therapy in one session or first session of fractionated,2025-09-01
39003004tr,eatment,2025-09-01
40001003Im,"age-guided robotic linear accelerator-based stereotactic radiosurgery,        Ro",2025-09-01
40002004de,"livery including collimator changes and custom plugging, fractionated",2025-09-01
40003004tr,"eatment, all lesions, per session, second through fifth sessions, maximum",2025-09-01
40004004fi,ve sessions per course of treatment,2025-09-01
41001003Pe,"rcutaneous islet cell transplant, includes portal vein catheterization and    Pe",2025-09-01
41002004in,fusion,2025-09-01
42001003La,"paroscopy for islet cell transplant, includes portal vein catheterization and La",2025-09-01
42002004in,fusion,2025-09-01
43001003La,"parotomy for islet cell transplant, includes portal vein catheterization and  La",2025-09-01
43002004in,fusion,2025-09-01
64001003Bo,ne marrow aspiration performed with bone marrow biopsy through the same       Bo,2025-09-01
64002004in,cision on the same date of service,2025-09-01
65001003Ve,ssel mapping of vessels for hemodialysis access (services for preoperative    Ve,2025-09-01
65002004ve,ssel mapping prior to creation of hemodialysis access using an autogenous,2025-09-01
65003004he,"modialysis conduit, including arterial inflow and venous outflow)",2025-09-01
72001003Ph,ysician service required to establish and document the need for a power       Md,2025-09-01
72002004mo,bility device,2025-09-01
78001003Ho,"spital observation service, per hour                                          Ho",2025-09-01
79001003Di,rect admission of patient for hospital observation care                       Di,2025-09-01
80001003Le,vel 1 hospital emergency department visit provided in a type b emergency      Le,2025-09-01
80002004de,partment; (the ed must meet at least one of the following requirements: (1),2025-09-01
80003004it,is licensed by the state in which it is located under applicable state law,2025-09-01
80004004as,an emergency room or emergency department; (2) it is held out to the public,2025-09-01
80005004(b,"y name, posted signs, advertising, or other means) as a place that provides",2025-09-01
80006004ca,re for emergency medical conditions on an urgent basis without requiring a,2025-09-01
80007004pr,eviously scheduled appointment; or (3) during the calendar year immediately,2025-09-01
80008004pr,eceding the calendar year in which a determination under 42 cfr 489.24 is,2025-09-01
80009004be,"ing made, based on a representative sample of patient visits that occurred",2025-09-01
80010004du,"ring that calendar year, it provides at least one-third of all of its",2025-09-01
80011004ou,tpatient visits for the treatment of emergency medical conditions on an,2025-09-01
80012004ur,gent basis without requiring a previously scheduled appointment),2025-09-01
81001003Le,vel 2 hospital emergency department visit provided in a type b emergency      Le,2025-09-01
81002004de,partment; (the ed must meet at least one of the following requirements: (1),2025-09-01
81003004it,is licensed by the state in which it is located under applicable state law,2025-09-01
81004004as,an emergency room or emergency department; (2) it is held out to the public,2025-09-01
81005004(b,"y name, posted signs, advertising, or other means) as a place that provides",2025-09-01
81006004ca,re for emergency medical conditions on an urgent basis without requiring a,2025-09-01
81007004pr,eviously scheduled appointment; or (3) during the calendar year immediately,2025-09-01
81008004pr,eceding the calendar year in which a determination under 42 cfr 489.24 is,2025-09-01
81009004be,"ing made, based on a representative sample of patient visits that occurred",2025-09-01
81010004du,"ring that calendar year, it provides at least one-third of all of its",2025-09-01
81011004ou,tpatient visits for the treatment of emergency medical conditions on an,2025-09-01
81012004ur,gent basis without requiring a previously scheduled appointment),2025-09-01
82001003Le,vel 3 hospital emergency department visit provided in a type b emergency      Le,2025-09-01
82002004de,partment; (the ed must meet at least one of the following requirements: (1),2025-09-01
82003004it,is licensed by the state in which it is located under applicable state law,2025-09-01
82004004as,an emergency room or emergency department; (2) it is held out to the public,2025-09-01
82005004(b,"y name, posted signs, advertising, or other means) as a place that provides",2025-09-01
82006004ca,re for emergency medical conditions on an urgent basis without requiring a,2025-09-01
82007004pr,eviously scheduled appointment; or (3) during the calendar year immediately,2025-09-01
82008004pr,eceding the calendar year in which a determination under 42 cfr 489.24 is,2025-09-01
82009004be,"ing made, based on a representative sample of patient visits that occurred",2025-09-01
82010004du,"ring that calendar year, it provides at least one-third of all of its",2025-09-01
82011004ou,tpatient visits for the treatment of emergency medical conditions on an,2025-09-01
82012004ur,gent basis without requiring a previously scheduled appointment),2025-09-01
83001003Le,vel 4 hospital emergency department visit provided in a type b emergency      Le,2025-09-01
83002004de,partment; (the ed must meet at least one of the following requirements: (1),2025-09-01
83003004it,is licensed by the state in which it is located under applicable state law,2025-09-01
83004004as,an emergency room or emergency department; (2) it is held out to the public,2025-09-01
83005004(b,"y name, posted signs, advertising, or other means) as a place that provides",2025-09-01
83006004ca,re for emergency medical conditions on an urgent basis without requiring a,2025-09-01
83007004pr,eviously scheduled appointment; or (3) during the calendar year immediately,2025-09-01
83008004pr,eceding the calendar year in which a determination under 42 cfr 489.24 is,2025-09-01
83009004be,"ing made, based on a representative sample of patient visits that occurred",2025-09-01
83010004du,"ring that calendar year, it provides at least one-third of all of its",2025-09-01
83011004ou,tpatient visits for the treatment of emergency medical conditions on an,2025-09-01
83012004ur,gent basis without requiring a previously scheduled appointment),2025-09-01
84001003Le,vel 5 hospital emergency department visit provided in a type b emergency      Le,2025-09-01
84002004de,partment; (the ed must meet at least one of the following requirements: (1),2025-09-01
84003004it,is licensed by the state in which it is located under applicable state law,2025-09-01
84004004as,an emergency room or emergency department; (2) it is held out to the public,2025-09-01
84005004(b,"y name, posted signs, advertising, or other means) as a place that provides",2025-09-01
84006004ca,re for emergency medical conditions on an urgent basis without requiring a,2025-09-01
84007004pr,eviously scheduled appointment; or (3) during the calendar year immediately,2025-09-01
84008004pr,eceding the calendar year in which a determination under 42 cfr 489.24 is,2025-09-01
84009004be,"ing made, based on a representative sample of patient visits that occurred",2025-09-01
84010004du,"ring that calendar year, it provides at least one-third of all of its",2025-09-01
84011004ou,tpatient visits for the treatment of emergency medical conditions on an,2025-09-01
84012004ur,gent basis without requiring a previously scheduled appointment),2025-09-01
89001003Ul,trasound b-scan and/or real time with image documentation; for abdominal      Ul,2025-09-01
89002004ao,rtic aneurysm (aaa) screening,2025-09-01
90001003Tr,auma response team associated with hospital critical care service             Tr,2025-09-01
96001003Al,cohol and/or substance (other than tobacco) misuse structured assessment      Al,2025-09-01
96002004(e,".g., audit, dast), and brief intervention 15 to 30 minutes",2025-09-01
97001003Al,cohol and/or substance (other than tobacco) misuse structured assessment      Al,2025-09-01
97002004(e,".g., audit, dast), and intervention, greater than 30 minutes",2025-09-01
98001003Ho,"me sleep study test (hst) with type ii portable monitor, unattended; minimum  Ho",2025-09-01
98002004of,"7 channels: eeg, eog, emg, ecg/heart rate, airflow, respiratory effort and",2025-09-01
98003004ox,ygen saturation,2025-09-01
99001003Ho,"me sleep test (hst) with type iii portable monitor, unattended; minimum of 4  Ho",2025-09-01
99002004ch,"annels: 2 respiratory movement/airflow, 1 ecg/heart rate and 1 oxygen",2025-09-01
99003004sa,turation,2025-09-01
00001003Ho,"me sleep test (hst) with type iv portable monitor, unattended; minimum of 3   Ho",2025-09-01
00002004ch,annels,2025-09-01
02001003In,"itial preventive physical examination; face-to-face visit, services limited   In",2025-09-01
02002004to,new beneficiary during the first 12 months of medicare enrollment,2025-09-01
03001003El,"ectrocardiogram, routine ecg with 12 leads; performed as a screening for the  Ek",2025-09-01
03002004in,itial preventive physical examination with interpretation and report,2025-09-01
04001003El,"ectrocardiogram, routine ecg with 12 leads; tracing only, without             Ek",2025-09-01
04002004in,"terpretation and report, performed as a screening for the initial preventive",2025-09-01
04003004ph,ysical examination,2025-09-01
05001003El,"ectrocardiogram, routine ecg with 12 leads; interpretation and report only,   Ek",2025-09-01
05002004pe,rformed as a screening for the initial preventive physical examination,2025-09-01
06001003Fo,"llow-up inpatient consultation, limited, physicians typically spend 15        In",2025-09-01
06002004mi,nutes communicating with the patient via telehealth,2025-09-01
07001003Fo,"llow-up inpatient consultation, intermediate, physicians typically spend 25   In",2025-09-01
07002004mi,nutes communicating with the patient via telehealth,2025-09-01
08001003Fo,"llow-up inpatient consultation, complex, physicians typically spend 35        In",2025-09-01
08002004mi,nutes communicating with the patient via telehealth,2025-09-01
09001003So,"cial work and psychological services, directly relating to and/or furthering  Co",2025-09-01
09002004th,"e patient's rehabilitation goals, each 15 minutes, face-to-face; individual",2025-09-01
09003004(s,ervices provided by a corf-qualified social worker or psychologist in a corf),2025-09-01
10001003Gr,"oup psychotherapy other than of a multiple-family group, in a partial         Gr",2025-09-01
10002004ho,"spitalization or intensive outpatient setting, approximately 45 to 50 minutes",2025-09-01
11001003In,"teractive group psychotherapy, in a partial hospitalization or intensive      In",2025-09-01
11002004ou,"tpatient setting, approximately 45 to 50 minutes",2025-09-01
12001003Op,"en treatment of iliac spine(s), tuberosity avulsion, or iliac wing            Op",2025-09-01
12002004fr,"acture(s), unilateral or bilateral for pelvic bone fracture patterns which do",2025-09-01
12003004no,"t disrupt the pelvic ring includes internal fixation, when performed",2025-09-01
13001003Pe,rcutaneous skeletal fixation of posterior pelvic bone fracture and/or         Pe,2025-09-01
13002004di,"slocation, for fracture patterns which disrupt the pelvic ring, unilateral or",2025-09-01
13003004bi,"lateral, (includes ilium, sacroiliac joint and/or sacrum)",2025-09-01
14001003Op,en treatment of anterior pelvic bone fracture and/or dislocation for fracture Pe,2025-09-01
14002004pa,"tterns which disrupt the pelvic ring, unilateral or bilateral, includes",2025-09-01
14003004in,ternal fixation when performed (includes pubic symphysis and/or,2025-09-01
14004004su,perior/inferior rami),2025-09-01
15001003Op,"en treatment of posterior pelvic bone fracture and/or dislocation, for        Op",2025-09-01
15002004fr,"acture patterns which disrupt the pelvic ring, unilateral or bilateral,",2025-09-01
15003004in,"cludes internal fixation, when performed (includes ilium, sacroiliac joint",2025-09-01
15004004an,d/or sacrum),2025-09-01
16001003Su,"rgical pathology, gross and microscopic examinations, for prostate needle     Pr",2025-09-01
16002004bi,"opsy, any method",2025-09-01
17001003Su,"rgical pathology, gross and microscopic examination, for prostate needle      Sa",2025-09-01
17002004bi,"opsy, any method, 21-40 specimens",2025-09-01
18001003Su,"rgical pathology, gross and microscopic examination, for prostate needle      Sa",2025-09-01
18002004bi,"opsy, any method, 41-60 specimens",2025-09-01
19001003Su,"rgical pathology, gross and microscopic examination, for prostate needle      Sa",2025-09-01
19002004bi,"opsy, any method, >60 specimens",2025-09-01
20001003Fa,ce-to-face educational services related to the care of chronic kidney         Ed,2025-09-01
20002004di,"sease; individual, per session, per one hour",2025-09-01
21001003Fa,ce-to-face educational services related to the care of chronic kidney         Ed,2025-09-01
21002004di,"sease; group, per session, per one hour",2025-09-01
22001003In,tensive cardiac rehabilitation; with or without continuous ecg monitoring     In,2025-09-01
22002004wi,"th exercise, per session",2025-09-01
23001003In,tensive cardiac rehabilitation; with or without continuous ecg monitoring;    In,2025-09-01
23002004wi,"thout exercise, per session",2025-09-01
24001003Pu,"lmonary rehabilitation, including exercise (includes monitoring), one hour,   Pu",2025-09-01
24002004pe,"r session, up to two sessions per day",2025-09-01
25001003Te,"lehealth consultation, emergency department or initial inpatient, typically   In",2025-09-01
2500200430,minutes communicating with the patient via telehealth,2025-09-01
26001003Te,"lehealth consultation, emergency department or initial inpatient, typically   In",2025-09-01
2600200450,minutes communicating with the patient via telehealth,2025-09-01
27001003Te,"lehealth consultation, emergency department or initial inpatient, typically   In",2025-09-01
2700200470,minutes or more communicating with the patient via telehealth,2025-09-01
28001003Co,"llagen meniscus implant procedure for filling meniscal defects (e.g., cmi,    Co",2025-09-01
28002004co,"llagen scaffold, menaflex)",2025-09-01
29001003De,rmal filler injection(s) for the treatment of facial lipodystrophy syndrome   De,2025-09-01
29002004(l,"ds) (e.g., as a result of highly active antiretroviral therapy)",2025-09-01
31001003Dr,"ug screen, qualitative; multiple drug classes by high complexity test method  Dr",2025-09-01
31002004(e,".g., immunoassay, enzyme assay), per patient encounter",2025-09-01
32001003In,"fectious agent antibody detection by enzyme immunoassay (eia) technique,      Ei",2025-09-01
32002004hi,"v-1 and/or hiv-2, screening",2025-09-01
33001003In,fectious agent antibody detection by enzyme-linked immunosorbent assay        El,2025-09-01
33002004(e,"lisa) technique, hiv-1 and/or hiv-2, screening",2025-09-01
34001003Dr,"ug screen, other than chromatographic; any number of drug classes, by clia    Dr",2025-09-01
34002004wa,"ived test or moderate complexity test, per patient encounter",2025-09-01
35001003In,"fectious agent antibody detection by rapid antibody test, hiv-1 and/or hiv-2, Or",2025-09-01
35002004sc,reening,2025-09-01
36001003Sm,oking and tobacco cessation counseling visit for the asymptomatic patient;    To,2025-09-01
36002004in,"termediate, greater than 3 minutes, up to 10 minutes",2025-09-01
37001003Sm,oking and tobacco cessation counseling visit for the asymptomatic patient;    To,2025-09-01
37002004in,"tensive, greater than 10 minutes",2025-09-01
38001003An,nual wellness visit; includes a personalized prevention plan of service       Pp,2025-09-01
38002004(p,"ps), initial visit",2025-09-01
39001003An,"nual wellness visit, includes a personalized prevention plan of service       Pp",2025-09-01
39002004(p,"ps), subsequent visit",2025-09-01
42001003An,"nual alcohol misuse screening, 5 to 15 minutes                                An",2025-09-01
43001003Br,"ief face-to-face behavioral counseling for alcohol misuse, 15 minutes         Br",2025-09-01
44001003An,"nual depression screening, 5 to 15 minutes                                    De",2025-09-01
45001003Hi,gh intensity behavioral counseling to prevent sexually transmitted infection; Hi,2025-09-01
45002004fa,"ce-to-face, individual, includes: education, skills training and guidance on",2025-09-01
45003004ho,"w to change sexual behavior; performed semi-annually, 30 minutes",2025-09-01
46001003An,"nual, face-to-face intensive behavioral therapy for cardiovascular disease,   In",2025-09-01
46002004in,"dividual, 15 minutes",2025-09-01
47001003Fa,"ce-to-face behavioral counseling for obesity, 15 minutes                      Be",2025-09-01
48001003In,sertion or replacement of a permanent pacing cardioverter-defibrillator       Pl,2025-09-01
48002004sy,"stem with transvenous lead(s), single or dual chamber with insertion of",2025-09-01
48003004pa,"cing electrode, cardiac venous system, for left ventricular pacing",2025-09-01
51001003De,"velopment testing, with interpretation and report, per standardized           De",2025-09-01
51002004in,strument form,2025-09-01
52001003Mo,lecular pathology procedure; physician interpretation and report              Mo,2025-09-01
53001003Co,"ntinuous intraoperative neurophysiology monitoring, from outside the          Co",2025-09-01
53002004op,"erating room (remote or nearby), per patient, (attention directed exclusively",2025-09-01
53003004to,one patient) each 15 minutes (list in addition to primary procedure),2025-09-01
54001003Ph,ysician documentation of face-to-face visit for durable medical equipment     Md,2025-09-01
54002004de,"termination performed by nurse practitioner, physician assistant or clinical",2025-09-01
54003004nu,rse specialist,2025-09-01
55001003Pr,"eparation with instillation of fecal microbiota by any method, including      Fe",2025-09-01
55002004as,sessment of donor specimen,2025-09-01
56001003Ne,"gative pressure wound therapy, (e.g. vacuum assisted drainage collection)     Ne",2025-09-01
56002004us,"ing a mechanically-powered device, not durable medical equipment, including",2025-09-01
56003004pr,"ovision of cartridge and dressing(s), topical application(s), wound",2025-09-01
56004004as,"sessment, and instructions for ongoing care, per session; total wounds(s)",2025-09-01
56005004su,rface area less than or equal to 50 square centimeters,2025-09-01
57001003Ne,"gative pressure wound therapy, (e.g. vacuum assisted drainage collection)     Ne",2025-09-01
57002004us,"ing a mechanically-powered device, not durable medical equipment, including",2025-09-01
57003004pr,"ovision of cartridge and dressing(s), topical application(s), wound",2025-09-01
57004004as,"sessment, and instructions for ongoing care, per session; total wounds(s)",2025-09-01
57005004su,rface area greater than 50 square centimeters,2025-09-01
58001003Lo,"w dose rate (ldr) prostate brachytherapy services, composite rate             Ld",2025-09-01
59001003In,"patient telehealth pharmacologic management, including prescription, use, and Te",2025-09-01
59002004re,view of medication with no more than minimal medical psychotherapy,2025-09-01
60001003Au,tologous platelet rich plasma or other blood-derived product for non-diabetic Au,2025-09-01
60002004ch,"ronic wounds/ulcers, including as applicable phlebotomy, centrifugation or",2025-09-01
60003004mi,"xing, and all other preparatory procedures, administration and dressings, per",2025-09-01
60004004tr,eatment,2025-09-01
61001003Im,"munohistochemistry or immunocytochemistry, per specimen; first single or      Im",2025-09-01
61002004mu,ltiplex antibody stain,2025-09-01
62001003Im,"munohistochemistry or immunocytochemistry, per specimen; each additional      Im",2025-09-01
62002004si,ngle or multiplex antibody stain (list separately in addition to code for,2025-09-01
62003004pr,imary procedure),2025-09-01
63001003Ho,spital outpatient clinic visit for assessment and management of a patient     Ho,2025-09-01
64001003Co,"lorectal cancer screening; stool-based dna and fecal occult hemoglobin (e.g., Co",2025-09-01
64002004kr,"as, ndrg4 and bmp3)",2025-09-01
65001003Au,tologous platelet rich plasma (prp) or other blood-derived product for        Au,2025-09-01
65002004di,"abetic chronic wounds/ulcers, using an fda-cleared device for this",2025-09-01
65003004in,"dication, (includes as applicable administration, dressings, phlebotomy,",2025-09-01
65004004ce,"ntrifugation or mixing, and all other preparatory procedures, per treatment)",2025-09-01
66001003Fe,"derally qualified health center (fqhc) visit, new patient; a                  Fq",2025-09-01
66002004me,"dically-necessary, face-to-face encounter (one-on-one) between a new patient",2025-09-01
66003004an,d a fqhc practitioner during which time one or more fqhc services are,2025-09-01
66004004re,ndered and includes a typical bundle of medicare-covered services that would,2025-09-01
66005004be,furnished per diem to a patient receiving a fqhc visit,2025-09-01
67001003Fe,"derally qualified health center (fqhc) visit, established patient; a          Fq",2025-09-01
67002004me,"dically-necessary, face-to-face encounter (one-on-one) between an established",2025-09-01
67003004pa,tient and a fqhc practitioner during which time one or more fqhc services are,2025-09-01
67004004re,ndered and includes a typical bundle of medicare-covered services that would,2025-09-01
67005004be,furnished per diem to a patient receiving a fqhc visit,2025-09-01
